#,nombre archivo,Colección,dspace.entity.type,dc.contributor.entity ,dc.ciudad,dc.date.issued,dc.description.tableofcontents,dc.format,dc.format.extent,dc.format.medium,dc.subject,dc.type,dc.type.evento,fia.catalogador,fia.clasificacionlocal,fia.comuna,fia.convocatoria,fia.desafio-estrategico,fia.ejecucion,fia.especie,fia.iniciativa,fia.linea-de-accion,fia.notageneral,fia.participacion,fia.provincia,fia.realizacion,fia.region,fia.rubro,fia.sector,fia.subsector,fia.tema,dc.title,dc.title.alternative,dc.description,dc.description.abstract
1,COC-2016-0429_1.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,2448 x 3264 píxeles,"2,33 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía esta asociada a la Consultoría COC-2016-0429 “ Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Textilería artesanal con diseño indígena.,Elaboración de textilería con lana de oveja.,"Muestra un tejido artesanal en tonos rojos y verdes, con un diseño geométrico en negro. La pieza textil está elaborada con lana de oveja, destacando la técnica de telar. Se observa un enfoque en la identidad cultural a través del uso de patrones tradicionales. El entorno incluye materiales de lana en diferentes colores, evidenciando el proceso de producción textil.","La imagen resalta la importancia de la textilería artesanal en la cadena de valor ovina, promoviendo la identidad cultural y la innovación en el proceso productivo."
12,COC-2016-0429_109.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,06 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Entrega de reconocimiento a artesana.,Ceremonia de premiación a la labor artesanal.,"Ceremonia de entrega de un reconocimiento a una artesana, quien sostiene un certificado en sus manos. El evento se lleva a cabo en un espacio cerrado, con un telar y productos textiles visibles en el fondo. La artesana, vestida con un abrigo de lana, representa la tradición textil chilena. La presencia de un representante del proyecto indica el apoyo institucional a la cadena de valor ovina.","La imagen resalta la importancia del reconocimiento a las artesanas en el contexto de la mejora de la competitividad de la cadena de valor ovina, promoviendo la innovación y la identidad territorial en la producción textil."
13,COC-2016-0429_11.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,05 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Técnica de teñido a fuego de lana.,Proceso de teñido artesanal de lana con participación comunitaria.,"Proceso de teñido a fuego de lana de oveja en un entorno rural. Un artesano, utilizando un caldero, mezcla tintes naturales mientras un grupo de mujeres observa atentamente. Se emplean herramientas como cucharas de madera y recipientes metálicos. El ambiente es al aire libre, con vegetación circundante y una estructura de madera al fondo.","El proceso de teñido a fuego es fundamental para la elaboración de textilería con identidad territorial, promoviendo la innovación y la competitividad en la cadena de valor ovina."
14,COC-2016-0429_110.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,11 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Entrega de reconocimiento a artesana.,Ceremonia de premiación a artesanas del proyecto.,"Ceremonia de entrega de un reconocimiento a una artesana destacada en el proceso de elaboración de textilería con lana de oveja. Se observa a un hombre entregando un certificado a la artesana, quien viste una chaqueta de lana. Al fondo, se aprecian herramientas de telar y productos textiles, evidenciando el entorno de trabajo artesanal. La escena refleja el apoyo a la competitividad de la cadena de valor ovina.","La imagen destaca la importancia del reconocimiento a las artesanas en el contexto de la mejora de la competitividad en la cadena de valor ovina, promoviendo la identidad territorial a través de la textilería artesanal."
15,COC-2016-0429_111.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,15 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Entrega de certificado a artesana.,Reconocimiento a la labor artesanal en textilería.,"Ceremonia de entrega de certificado a una artesana destacada en el proceso de elaboración de textilería con lana de oveja. El evento se desarrolla en un espacio cerrado, con un fondo de cortinas rojas y exhibiciones de prendas de lana. La artesana sostiene un certificado, mientras que un representante del proyecto se encuentra a su lado, ambos posando para la fotografía.","El reconocimiento a la labor artesanal fortalece la competitividad de la cadena de valor ovina, promoviendo la identidad territorial y la innovación en el proceso productivo de la lana."
16,COC-2016-0429_112.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,98 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Entrega de certificación a artesana.,Reconocimiento a la labor artesanal en textilería.,"Ceremonia de entrega de certificación a una artesana destacada en el proceso de elaboración de textilería con lana de oveja. La artesana sostiene un certificado en sus manos, mientras que un representante del proyecto se encuentra a su lado. El entorno incluye elementos textiles, como manteles y ovillos de lana, que reflejan la identidad territorial y el trabajo artesanal. La actividad se desarrolla en un espacio cerrado, con iluminación adecuada para resaltar la importancia del evento.","La imagen documenta un momento clave en la valorización del trabajo artesanal, promoviendo la competitividad de la cadena de valor ovina mediante el reconocimiento formal a las artesanas involucradas en el proceso productivo."
17,COC-2016-0429_113.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,24 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Presentación sobre textilería ovina.,Conferencia sobre innovación en procesos productivos.,"Un expositor se encuentra en un escenario, presentando información relacionada con la cadena de valor ovina. Se aprecian banderas de Chile y otras entidades en el fondo, indicando un contexto institucional. El orador utiliza un micrófono y gesticula para enfatizar su discurso, que aborda la mejora de la competitividad en la producción artesanal de lana.","La imagen documenta un momento clave en la difusión de conocimientos sobre la transformación del proceso productivo de la lana, resaltando la importancia de la innovación en la textilería artesanal y su conexión con la identidad territorial."
18,COC-2016-0429_114.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,80 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Muestra de textilería artesanal en evento.,Presentación de poncho de lana en pasarela.,"Modelo exhibiendo un poncho de lana de oveja, elaborado por artesanas locales. La prenda presenta un diseño que refleja la identidad territorial, con detalles de tejido y flecos en el borde. El entorno incluye un escenario con fondo neutro, adecuado para la presentación de productos textiles. Se destaca el uso de lana en la confección, alineado con la intervención en la cadena de valor ovina.","La imagen resalta la importancia de la textilería artesanal en la valorización de la lana de oveja, promoviendo la identidad cultural y la competitividad en la cadena de producción ovina."
19,COC-2016-0429_115.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,01 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Demostración de textilería artesanal.,Presentación de poncho de lana teñido.,"Artista textil exhibe un poncho de lana de oveja, elaborado mediante técnicas tradicionales de tejido. El poncho presenta un diseño con patrones geométricos en tonos verdes, reflejando la identidad territorial. En el fondo, se aprecian herramientas de telar y materiales utilizados en el proceso de producción textil, evidenciando el entorno de trabajo artesanal.","La imagen resalta la importancia de la textilería artesanal en la cadena de valor ovina, mostrando la aplicación de técnicas de hilado y teñido que fortalecen la identidad cultural y la competitividad del sector."
20,COC-2016-0429_116.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,15 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Demostración de textilería con lana de oveja.,Presentación de poncho artesanal en evento.,"Mujer exhibiendo un poncho de lana de oveja, con diseño que refleja identidad territorial. El poncho presenta un color verde vibrante y detalles en negro. El entorno es un espacio cerrado con fondo de cortinas rojas y un telar visible en la parte posterior, indicando un contexto de trabajo artesanal. La presentación sugiere un enfoque en la valorización de la textilería local.","La imagen destaca la importancia de la textilería artesanal en la cadena de valor ovina, promoviendo la identidad cultural y la innovación en procesos productivos."
21,COC-2016-0429_117.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,69 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Textilería artesanal con lana de oveja.,Elaboración de poncho y gorro de lana.,"Proceso de confección de textilería artesanal utilizando lana de oveja. Se observa a una artesana vistiendo un poncho de colores naturales, acompañado de un gorro tejido. La técnica de hilado y tejido refleja la tradición local y el uso de materiales autóctonos, destacando la identidad territorial en la producción textil. Herramientas como agujas de tejer y técnicas de punto son evidentes en la labor.","La imagen ilustra la aplicación de técnicas tradicionales en la elaboración de textilería con lana de oveja, contribuyendo a la competitividad de la cadena de valor ovina y promoviendo la identidad cultural a través de la artesanía."
22,COC-2016-0429_118.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,36 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Textilería artesanal con lana de oveja.,Presentación de poncho y gorro de lana.,"Muestra de vestimenta elaborada con lana de oveja, destacando un poncho y un gorro. La prenda presenta un diseño de colores verdes y blancos, evidenciando técnicas de tejido a crochet. El entorno es un espacio cerrado, posiblemente un taller o sala de exhibición, donde se aprecian herramientas y materiales relacionados con la producción textil. La artesana exhibe con orgullo su trabajo, reflejando la identidad territorial en la textilería.","La imagen resalta la producción artesanal de vestimenta con lana de oveja, promoviendo la competitividad de la cadena de valor ovina y la identidad cultural a través de la innovación en técnicas de tejido."
23,COC-2016-0429_119.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,73 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Artesanas con textilería de lana.,Presentación de productos textiles elaborados artesanalmente.,"Dos artesanas exhiben prendas de vestir elaboradas con lana de oveja, destacando gorros y chaquetas de diseño textil. Las prendas presentan técnicas de tejido a mano, utilizando agujas y telar, con colores vibrantes que reflejan la identidad territorial. El entorno es un espacio cerrado, posiblemente un evento de exhibición o feria artesanal.","La imagen resalta el trabajo artesanal en la elaboración de textilería con lana de oveja, contribuyendo a la competitividad de la cadena de valor ovina y promoviendo la identidad cultural a través de la innovación en técnicas de producción."
24,COC-2016-0429_12.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,89 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Teñido de lana en olla.,Proceso de teñido artesanal de lana con colorantes naturales.,"Olla de metal con agua hirviendo y lana sumergida en un proceso de teñido. Se observan colorantes naturales que generan tonalidades en la lana, evidenciando la técnica artesanal utilizada. El entorno muestra elementos naturales y herramientas de trabajo, como la olla y utensilios de cocina, que son parte del proceso productivo.","El proceso de teñido de lana con colorantes naturales es fundamental para la elaboración de textilería con identidad territorial, mejorando la competitividad de la cadena de valor ovina."
